-0.13754998	-0.20272359	-0.32190317	-0.07340394	-0.5070547	0.07845721	-0.21238527	-0.16973546	-0.66933477	-0.17309228	-0.22220564	-0.092871934	0.15218766	0.22430807	0.59705716
-0.24549767	0.273208	0.06577885	-0.15026507	-0.5315338	0.20790054	0.1784575	-0.37567723	-0.4058443	-0.59545094	-0.39303854	-0.3818417	0.38970992	0.35104242	0.39371812
0.49474853	-0.4902403	0.21309423	-0.08004569	0.4692818	-0.16069555	0.09009486	0.3483124	0.38406473	0.30341676	0.34828	-0.08651631	-0.33932835	-0.3878588	-0.50010484
-0.28955096	0.08108042	0.057345286	-0.16137043	-0.78049576	0.30629423	0.1893862	-0.4171425	-0.41987386	-0.5781153	-0.6017591	-0.51892394	0.43506327	0.5119631	0.82116616
-0.16054958	0.25398582	-0.027692726	-0.07137634	-0.1415827	0.22720854	0.28356752	-0.1806965	-0.022846274	-0.13875805	-0.24994847	0.019593861	0.18750602	0.22196434	0.12536769
-0.036777362	0.4993423	0.03765023	-0.17161481	-0.34144402	0.047667425	0.03672264	0.04279124	-0.26061392	-0.36579293	-0.34309408	0.31480384	0.3702035	0.041971274	0.26544362
0.13133474	0.10211532	0.17623633	0.08428809	-0.26675433	0.25912404	-0.08619449	-0.028459948	-0.5243634	-0.14515099	0.113900535	-0.08915013	0.19037251	0.112129934	0.34141302
-0.20431061	0.07283482	-0.04469324	-0.17579296	-0.15322053	0.23651695	-0.081738226	-0.015103331	0.13927723	-0.23345661	-0.009077758	0.28854415	0.102776416	0.0064117536	0.038524456
0.03459724	-0.083871126	-0.5240317	0.1708694	0.25030738	-0.039372806	-0.17093801	0.27323255	0.17776367	0.09733514	0.19809715	-0.16201778	-0.20489453	-0.28779548	-0.1154457
-0.23292512	0.2843522	-0.12669937	-0.38802987	-0.50368905	0.276486	-0.0365399	-0.13144249	-0.37211543	-0.26705182	-0.19192542	0.034424387	0.36255792	0.25285444	0.44413015
-0.18720904	0.42138845	-0.098608814	-0.24223337	-0.47094768	0.052948877	0.1600601	-0.1808248	-0.23474407	-0.1421483	-0.13537753	0.2408863	0.3622618	0.24470943	0.40307784
-0.13701534	0.10200844	0.10185926	0.006477568	-0.0028684526	0.09755196	0.099715084	-0.15871619	-0.045578748	-0.072667405	-0.10821346	0.23290676	0.13830641	0.17834981	-0.0077605485
